14.8531	7.18603	3.79966	4.62689	3.77664	3.98775	3.22128	8.27567	13.5185	2.41776	5.14872	7.09258	3.02038	6.32228	11.1243	4.08341	2.36069	2.71542	1.53426	2.13429	4.12012	1.89476	6.08292	7.27287	1.71916	2.1273	3.82516	3.55983	2.88064	2.92664	4.01331	6.44043	3.82663	6.18172	4.1852	5.73871	4.56153	4.18063	6.2037	9.33216	2.48155	4.43657	3.09527	3.21106	4.84354	6.3718	2.30894	3.2504	3.76594	4.28212	5.40476	6.92842	4.14222	8.24696	7.19109	16.1845	26.8307	33.7562	61.4543	62.755	80.1168	64.0973	41.1209	23.87	19.8803	13.1625	15.0652	10.3323	8.52223	6.23177	10.5465	5.89198	9.13766	8.26585	6.82256	5.68623	7.65612	5.18266	8.37329	4.0368	6.48248	5.28571	6.1635	6.18926	2.81539	3.88978	1.99062	2.86304	2.30846	2.04657	2.81081	2.98192	3.22992	4.10595	5.83234	6.59584	9.88849	9.86259	11.242	10.4641	5.4329	8.04344	2.0974	2.45724	4.89137	6.08093	3.37154	2.69449	3.12134	4.12743	5.32615	3.15522	2.1836	4.14629	5.76357	2.42245	4.2146	2.17551	4.42131	5.58689	1.82319	1.73886	2.65789	7.22157	5.29868	2.25905	2.58471	4.17705	5.59141	2.25456	1.62991	2.60745	2.0089	2.97896	2.93602	3.45052	4.20126	2.44575	4.77088	3.72527	3.77522	4.26868	4.18023	4.62756	7.01867	4.76784	3.35725	4.76015	7.00048	4.54755	5.75202	3.84295	3.30744	5.37766	1.84228	4.62463	6.39838	7.31475	3.42552	6.46056	3.54642	11.6555	9.43963	40.0067	18.352	22.6149	11.0047	16.2795	15.928	25.843	32.6714	26.751	28.8646	17.5947	44.0723	9.13223	10.5013	7.39354	17.4492	6.94493	14.3313	8.05148	16.1014	17.1405	14.3337	35.8434	17.7796	39.671	10.3243	35.4101	4.49298	3.92851	6.90665	2.76864	2.32079	2.8078	3.52697	3.37692	3.82663
1.52228	4.4072	2.54361	3.50923	4.22494	2.35546	4.01807	2.57693	3.27454	5.00507	2.39823	2.16109	3.47951	10.0174	1.57494	2.41696	1.9705	1.89795	1.76207	3.13029	5.07432	2.83375	2.10231	1.73698	1.06268	1.8241	2.65697	2.89642	2.52043	3.4188	3.74113	1.50199	6.66729	2.13923	7.24327	7.83292	1.46887	4.87955	2.81162	2.08248	3.54505	3.50909	2.74972	2.66183	2.9577	2.79292	3.5743	2.70844	3.48534	3.16762	4.2087	2.51677	6.37874	5.39294	5.75333	12.6919	22.2724	29.2168	36.9447	57.4049	89.4343	82.6118	41.5433	26.0482	14.974	19.749	10.0107	13.2281	10.8747	5.4418	7.7	5.06193	9.0953	7.08994	10.2662	5.82887	6.07683	7.64473	3.87583	4.61291	4.15637	5.12112	4.34336	3.24236	3.95597	4.02704	2.07527	3.0724	4.46933	5.30149	2.1489	4.35586	3.04214	2.49382	2.59536	2.56591	8.04208	14.292	3.3387	2.94415	5.02972	2.91703	2.24105	1.99428	1.52779	2.45376	2.39208	2.79971	2.67271	2.69742	2.63072	2.64079	2.93286	2.63829	2.48278	2.7713	1.85381	2.70909	2.47976	2.09804	1.83391	2.4658	1.8922	1.67736	1.80236	2.37149	5.14684	2.44319	2.91685	3.80753	4.93399	3.2122	6.20063	2.52492	2.65203	2.66327	2.40866	3.97543	3.33896	4.44368	3.5243	3.85542	3.19904	6.88559	8.0541	2.55667	2.73567	5.33044	2.11124	7.72016	3.7268	3.32982	2.15368	3.53109	1.96822	3.95086	5.19197	1.39788	6.26132	5.10469	6.33841	7.80249	23.7599	19.9903	27.3424	16.2973	19.5033	18.1484	21.635	34.1851	8.04938	48.0841	15.0757	21.4627	18.5836	7.31391	4.08446	13.5183	8.73789	13.6756	13.1377	7.03211	20.4908	8.08647	34.9766	21.7811	34.2474	10.1743	19.1465	9.00375	6.95683	5.43822	3.52627	3.47744	2.52066	3.28744	1.82359	5.04901	4.85234
4.64357	2.12035	5.1209	6.16298	4.53461	4.33223	2.39789	3.74405	2.69229	3.37206	2.66152	5.80167	4.96204	8.00954	1.62367	2.58886	1.41864	1.96893	1.26653	1.33236	1.74727	1.05812	1.82978	1.52813	2.01778	3.0599	1.39241	2.50052	2.45825	2.35598	3.53357	4.08816	3.36987	3.21925	5.84316	3.94021	2.79462	1.81331	3.03592	3.91295	2.36557	2.92336	3.14426	2.20641	2.55033	3.19317	3.18079	2.2634	5.64607	4.14877	4.07114	4.62397	7.0507	4.17917	7.41356	16.2474	14.8611	29.0424	29.4645	58.0659	39.2059	91.6124	63.6964	38.4889	14.6807	17.7998	12.2007	13.4832	10.4615	9.03127	7.76778	8.03564	7.02474	3.47783	6.30912	9.18936	4.49595	7.96075	5.06501	6.42367	5.53235	5.41136	3.63516	3.90532	3.41185	2.57885	2.08182	4.79427	8.7314	6.71592	2.86834	3.72425	3.20524	3.4094	4.33855	2.78393	3.62594	3.46234	2.34008	3.4802	3.44478	1.72848	2.35442	2.85977	1.89887	2.08462	2.84991	2.4577	2.18923	3.38626	3.45803	1.91132	2.09773	2.74439	3.16662	2.17292	2.81446	2.41399	2.30474	2.67273	2.52698	1.20872	3.03567	3.19911	2.29695	4.42297	7.68526	2.70227	5.09346	5.85669	8.19543	5.49246	8.35147	3.84946	2.3142	3.25349	3.70527	3.38205	3.12871	4.4588	3.39642	5.3665	2.42511	4.27409	3.41853	4.09278	3.26674	4.37325	4.23904	5.27023	5.05177	3.71342	2.84425	3.64146	2.74495	4.51988	4.48654	3.64575	6.92889	3.78114	9.94066	3.36121	14.247	20.2625	26.7872	25.3105	26.0957	16.3483	26.5113	19.551	22.2284	21.4087	16.8514	19.3768	23.018	8.26809	7.71799	16.5582	7.42838	12.9023	14.099	15.6848	4.20047	22.6299	8.94242	29.7878	26.3862	16.601	17.4125	11.8626	7.98353	5.9138	3.20345	4.90628	3.86104	5.51542	8.11957	7.92835	17.9121
2.5686	6.09837	4.83345	3.72692	3.97217	4.55242	3.76108	4.57854	2.59308	3.40314	3.67436	3.78733	6.00198	5.43797	2.4126	3.15059	1.37292	1.30724	1.52602	1.41971	0.989067	1.75747	1.28603	2.28564	2.6575	1.50866	2.17024	1.64302	3.45689	3.15404	2.93149	3.41679	5.78142	5.74504	2.4359	4.10556	4.2615	3.15194	2.5063	2.79832	3.04681	3.57056	3.00921	4.25656	3.95995	2.16935	3.29485	3.49685	6.87605	4.38677	8.17303	4.57938	7.53337	5.01573	12.0119	15.1089	10.9755	23.823	22.1168	45.0517	59.7622	66.1577	60.2518	64.6719	36.2824	16.1771	10.9243	15.0601	11.6535	11.5897	11.9111	8.82382	8.71674	4.41794	8.56914	8.8091	3.49762	6.30989	6.65035	9.50192	5.53288	5.19374	5.75334	4.3588	3.78638	3.40174	2.63062	3.77437	2.71876	3.49407	2.87901	3.17744	4.2352	5.11671	6.08666	2.87391	2.96996	2.72649	2.89693	4.22062	4.9091	2.69428	3.80628	7.01854	5.02166	2.772	2.47387	2.85176	5.88641	3.1381	3.72743	1.93577	2.14378	2.73534	2.64154	3.29705	2.569	3.87965	2.91959	2.33942	2.16632	2.44321	2.96984	1.60263	1.931	3.40415	1.46775	2.92856	5.38812	2.87836	4.34177	3.1529	7.10223	4.18492	5.06933	3.82491	4.25381	3.18288	4.86099	4.11778	3.56286	5.18053	4.9718	3.8797	3.42752	3.51448	3.60152	4.61899	3.35293	4.4971	4.83906	5.40105	3.80437	4.14143	6.34755	5.23825	5.1632	3.80703	5.83434	5.17703	5.90366	5.49207	13.0165	29.9665	25.5922	8.57332	32.5173	13.3233	29.0775	18.4183	23.5244	28.93	17.1794	32.5462	13.2949	19.4981	16.9997	14.7901	17.4364	14.1709	14.6741	13.5682	6.88842	28.3386	12.8438	17.1706	24.443	20.9539	14.0988	14.1951	4.8089	5.97418	4.09161	7.56207	7.80864	8.05396	7.30903	2.38721	8.66263
7.65784	2.10477	3.68981	2.59889	4.18957	4.71812	2.4807	3.53894	3.59526	2.75505	5.23812	3.55374	4.45236	3.46471	3.50187	2.11308	1.79206	1.90269	1.6184	0.661407	1.52253	1.84801	1.9141	1.01062	1.62429	2.34347	1.26684	2.99163	4.76561	1.46196	2.68473	3.6366	1.93846	4.53805	4.29958	2.47371	3.10748	1.80184	3.84439	2.64724	1.95267	2.7021	3.34402	2.29625	3.25734	4.08307	2.33421	4.74784	4.6517	9.5147	10.1259	6.87725	4.66362	9.21584	13.8511	8.55919	13.7578	18.8267	27.6907	24.2459	59.6539	58.7175	59.4389	55.5064	52.4654	35.8897	25.7394	12.9647	13.8527	11.8101	11.605	8.81939	10.1424	5.9484	3.97184	4.75422	4.63169	3.61208	5.67411	7.20013	6.56908	6.36111	7.32846	8.68731	4.99875	3.72015	3.93584	5.21183	2.42053	5.13786	3.03511	4.81358	3.02166	5.25803	3.66468	2.65633	3.29787	3.98586	2.99265	5.3591	5.70467	3.11423	5.99575	10.3604	7.84605	2.75056	2.22303	4.68222	6.34897	2.54683	3.96348	2.30906	2.00123	2.68756	3.17754	3.59087	2.26352	3.36022	3.03475	3.37759	3.56846	5.76725	1.90004	2.90943	1.98675	1.64273	2.48774	1.89908	2.1843	5.03242	6.00407	8.27047	13.3692	3.38471	10.4309	3.80187	3.31268	3.4893	3.19705	3.6288	5.51845	5.8508	3.46038	3.5285	3.52343	4.21074	3.04734	3.24258	4.19238	2.51482	4.04739	4.73729	4.51884	5.74929	3.69936	5.67614	3.18235	4.25535	5.40818	5.45073	3.44357	9.10238	10.8919	25.4391	33.9807	20.4895	41.0865	25.7151	39.6779	20.0321	25.3614	13.8104	24.0299	19.085	23.2642	13.9064	17.5352	15.526	17.5501	12.653	10.7102	6.18684	16.4431	30.5719	10.2436	34.8247	10.3434	12.6369	14.1817	13.9899	13.0492	3.66445	7.27775	9.9383	5.15477	8.88587	8.8104	9.25456	14.9036
2.51192	1.85339	3.11899	2.24003	4.34868	3.49336	5.1119	3.23225	2.93465	4.63441	3.45467	6.1788	2.849	4.44694	3.29853	2.35719	1.92566	2.70941	1.83429	2.26748	1.16805	1.03854	2.02499	2.70251	1.71938	1.39066	2.08894	2.08102	1.70666	2.76078	2.31853	2.49852	2.94117	3.78172	4.28025	2.84209	3.46233	3.63501	2.59319	3.20387	2.36157	3.24028	3.20147	3.61355	3.87997	2.71677	3.45061	3.89419	6.80841	7.29865	7.29435	12.3721	7.89592	15.1071	7.48641	11.1999	8.71606	14.0908	18.999	33.3688	43.6698	52.5639	67.2361	74.8272	49.7641	17.1669	31.2639	24.2046	15.1065	15.5355	13.601	13.9586	6.3589	7.31501	4.91521	4.2264	7.18229	4.46035	6.97559	5.22578	5.58462	4.87928	6.65797	5.95082	5.61046	3.479	2.62176	2.45513	3.52159	4.20327	3.72681	4.86686	4.14638	4.80386	3.22558	4.54303	3.40501	5.0418	4.03348	4.7793	3.85235	3.80648	2.53907	3.87613	2.33215	2.98247	3.23382	3.04279	2.47872	2.85771	2.88414	2.84814	2.79171	2.8163	2.80219	1.78626	2.88275	4.37304	3.16983	3.82972	5.5264	8.81194	2.66114	4.71634	2.62278	3.00362	2.41621	3.35162	4.38855	6.27134	3.22332	3.80046	3.54996	8.6217	3.612	3.49551	4.43843	3.2725	3.46033	4.63322	4.96465	3.17783	5.67695	4.92766	3.27938	3.88358	4.00828	3.46433	3.48758	3.91179	5.48831	4.68141	7.11311	6.19794	7.42755	6.68691	4.19995	5.71367	5.48844	5.72543	6.94833	9.80286	12.8727	14.7021	38.3964	46.3623	13.8634	44.7466	22.8745	35.2594	29.6163	38.3862	41.1846	23.0821	47.2147	21.1323	9.52651	9.82559	15.3402	3.32146	9.02815	7.37021	26.4283	20.948	10.279	26.7887	4.32729	11.3655	6.3069	9.62351	12.3488	11.7358	10.0479	3.39515	9.54999	12.4035	4.78191	5.58178	3.52868
2.95296	4.78916	4.00672	3.51554	3.2337	3.52037	4.74176	4.15578	5.44283	4.75854	8.22204	2.2354	2.60749	2.37904	1.20564	2.65705	3.26697	2.37806	4.28176	2.08978	2.76565	2.38631	3.03031	1.21638	1.34898	1.9497	2.46954	2.82677	1.87322	1.2968	2.24786	2.6419	4.27708	1.65742	4.31993	2.60867	3.62049	3.4278	6.67818	2.67605	2.62247	2.74128	1.86148	3.81158	3.62232	4.29844	2.8965	4.06215	5.45029	4.54786	14.7238	8.16998	11.7149	8.88066	6.82292	5.92923	7.3432	13.5321	12.573	24.6945	31.3958	37.0267	52.2622	89.7103	88.9739	49.6929	42.5926	27.7249	21.2598	20.0892	14.7404	12.2885	9.51989	8.90691	6.44305	5.50781	6.87516	5.29962	8.29204	8.2803	7.28509	3.99242	5.92649	5.27184	4.83661	3.75653	1.66726	2.81992	3.47514	3.13559	3.47677	2.22237	2.16123	3.51872	3.48225	4.46825	3.46794	5.13091	2.89695	4.73914	3.50654	2.75594	3.66693	4.06182	1.84519	2.66549	2.27645	2.52617	3.28049	2.035	3.34935	2.4099	2.35905	1.91308	1.95789	2.51833	3.32182	3.38008	4.26152	3.0893	4.16021	2.17128	3.81527	2.01362	3.23127	3.66019	1.83945	3.16542	2.95238	2.438	2.63755	3.48531	6.73351	3.09907	3.12316	4.27317	3.8246	2.79697	4.50893	2.66492	4.46014	5.40645	4.82755	2.82507	5.67017	3.91155	3.55988	3.54895	3.25991	4.19078	3.35997	4.3349	5.0912	9.6242	3.00751	4.49414	3.71573	6.29403	4.03819	6.65958	7.76267	12.0581	12.0243	27.6269	34.4759	37.1583	42.8382	31.8133	48.2796	18.5778	31.6401	16.8023	15.0996	22.3326	14.0375	13.7194	12.2191	15.4471	5.34468	7.47692	11.9289	14.3564	24.6777	8.00961	17.1793	10.0808	6.84826	14.2944	5.30088	9.07553	7.25322	16.2004	12.0031	6.01317	16.0007	6.00938	10.6762	4.88548	8.10128
7.78848	1.33382	1.84793	3.24806	3.2178	4.56319	2.75182	5.62659	6.01435	3.97659	3.31964	2.78047	3.21271	2.42599	2.98818	2.69215	2.06129	4.62407	6.49962	1.82367	2.96001	2.06453	1.38747	1.82497	2.10574	1.52355	1.56962	1.93713	2.31599	2.00821	2.69655	2.87489	2.32964	3.19228	4.47267	3.78778	2.27122	6.37794	6.62902	1.90721	2.7403	2.7202	3.00729	2.90183	2.22274	2.16812	3.37745	3.50282	5.00632	3.84952	5.65073	7.65774	5.98586	11.3992	5.21471	8.08124	7.97983	10.3957	13.0702	13.1518	33.102	28.6104	27.2598	59.5459	83.7801	72.1425	51.0077	49.5281	52.4711	22.4804	27.1414	9.66447	10.3985	8.34168	6.14268	7.03753	5.10879	6.38647	5.07589	5.35943	8.60562	7.27887	4.9573	6.28564	4.90346	5.0542	1.82734	3.32763	2.00948	4.48916	2.84995	3.15107	3.32438	2.02997	2.70839	2.54306	2.98275	2.66629	2.88337	1.89953	2.39302	2.63903	2.35737	1.7915	2.14175	2.25504	2.23498	2.63447	1.79778	2.63327	2.24138	2.42506	2.91756	1.8614	1.97682	3.67173	3.14088	7.17508	3.70148	4.96793	4.46432	4.5505	2.43383	2.52265	3.30382	1.37183	3.31986	3.47427	2.95421	3.93447	2.2673	3.35043	2.74252	4.08782	4.07257	3.75221	3.20821	3.67667	4.19895	4.27919	4.2054	4.32466	4.97367	5.14266	4.05002	3.47329	4.16187	3.38388	3.08841	3.53951	3.4957	4.67882	7.50511	6.58691	3.81746	4.00496	5.09984	3.56733	8.5051	4.69416	12.3048	6.51283	25.6742	20.7348	34.3488	59.1134	38.7573	19.8781	40.4126	16.4304	23.8442	12.7458	21.5988	25.9469	7.20775	13.3075	15.0027	9.1295	10.4749	8.54687	8.65715	17.8302	15.7875	13.3823	14.1082	11.9433	14.2171	6.60271	7.37216	4.94851	9.57253	9.82307	18.3477	15.3038	2.55611	8.53813	9.6807	2.18496	5.14877
4.06181	4.97803	4.59166	3.96415	4.15598	3.84316	3.10093	7.23127	2.93948	3.38091	3.93075	3.33221	2.07639	1.78503	1.38937	2.45124	2.81294	2.15765	1.67736	2.18544	1.06432	1.81649	1.89188	1.67324	1.1948	1.97671	1.55513	2.12096	1.81879	2.50114	2.99961	1.72664	3.57397	3.73562	2.15211	2.2697	2.94027	1.9642	1.72005	1.92227	2.2308	3.36548	2.42748	1.94948	2.18109	2.48778	2.82166	2.24163	3.14951	4.88419	3.86198	8.29808	8.94687	8.48903	4.83492	5.50663	6.22334	11.375	11.0317	11.9063	16.553	31.3746	32.8135	43.4477	53.5062	73.5313	74.9394	50.9688	65.7705	27.3475	39.1308	10.7034	8.49198	9.23626	7.37904	7.7574	8.18665	5.36198	4.70002	6.21462	6.2519	7.92944	5.52665	6.31882	3.58344	5.30475	3.64906	2.86579	3.14177	3.73021	3.37336	4.53855	2.73407	4.31047	2.83737	2.48141	4.16838	2.57854	2.46287	2.17292	3.14325	1.27902	2.04828	1.93608	2.20782	1.97025	1.7643	2.22934	3.23335	5.47677	1.88145	2.816	2.62246	1.73653	2.85714	4.29036	5.88766	8.52057	2.57523	6.07742	3.99028	4.11298	2.613	3.13292	3.01011	2.29791	3.88201	2.57337	4.30548	4.38258	2.39896	3.06913	3.33493	4.55695	2.99543	4.69289	2.65852	5.20878	3.33836	5.66688	4.20064	4.29697	4.44007	4.49045	5.17208	3.859	4.19692	3.57811	2.63275	3.53878	3.88237	5.74256	7.28353	6.88557	5.53205	3.37066	4.56734	6.13037	7.66777	5.22936	10.7259	11.7881	24.0455	29.3701	50.142	33.6843	19.179	44.8393	42.2363	39.3715	23.3077	27.5472	17.8084	16.5999	12.995	7.66106	6.76286	7.67306	3.75633	11.1749	14.366	6.39775	14.9604	13.463	5.5552	21.0342	5.34633	7.27873	4.24014	3.87833	10.424	8.64112	22.222	14.6959	2.98068	12.8166	5.70704	4.46746	7.80476
3.87007	3.20213	3.76501	4.73708	3.42255	4.08405	4.29382	3.58294	2.7532	2.77358	1.90523	1.98848	2.47079	1.59081	1.87181	1.78377	2.09662	1.48433	1.68787	1.02493	1.64591	1.46284	2.08337	1.73087	1.75426	2.46597	1.49534	2.30392	1.62944	3.25275	2.41852	3.00906	3.47543	3.41666	3.22247	2.28842	2.36967	1.71104	1.38611	1.82249	1.9388	2.50557	1.83015	2.09441	2.2231	2.22217	2.50986	4.38783	1.82068	4.21896	3.95415	8.64399	8.18083	7.64295	6.05807	6.01991	7.33716	9.93947	9.95457	12.8393	12.4162	14.9971	21.0043	31.3111	50.3621	56.9495	68.5609	88.9766	83.639	56.5713	56.9209	18.8612	10.1101	8.07294	8.59082	8.06927	9.62511	9.54203	6.89041	7.20862	4.37978	5.69772	6.93932	7.02663	5.4649	6.18922	7.38397	3.92559	2.85214	3.18702	3.75777	3.57465	5.95858	4.61094	3.0088	4.18404	2.42962	2.79305	1.83123	2.95343	1.74944	2.20865	1.63182	2.03088	2.35994	1.78547	2.35375	2.36042	5.69001	6.42924	2.75885	1.78983	2.75553	3.12054	1.70889	3.67994	3.41957	3.0691	4.37415	4.00208	3.91229	3.77789	7.63895	2.6779	3.05586	2.81054	3.84527	3.70175	2.09241	2.5874	2.74407	3.17167	2.46322	2.98667	4.43673	3.32296	5.30136	3.99052	5.07353	6.94897	4.16677	5.97595	5.27036	4.23144	4.58518	3.73767	4.05319	2.67442	3.34303	4.00382	5.14244	5.98578	5.85875	6.05473	4.42548	5.5575	4.03913	3.56126	6.05035	5.55994	7.67686	14.951	23.6383	46.8661	48.0414	35.5581	47.4496	31.0885	38.3863	8.71893	34.315	14.5025	17.2902	6.2804	5.64841	11.4648	5.03001	11.3463	4.64566	11.6461	10.6811	10.6293	15.9374	17.304	11.9251	11.6867	5.59725	7.61503	3.48194	6.51812	8.82131	16.683	12.2751	19.2918	4.33055	13.4828	6.12471	6.44305	9.39947
